Date,GDP,LSTM Predictions
2005-12-01,1.0,0.9835588
2006-01-01,0.7666666666666667,1.0238311
2006-02-01,0.5333333333333334,0.5499562
2006-03-01,0.3,0.31130013
2006-04-01,0.26666666666666666,0.07114486
2006-05-01,0.23333333333333334,0.23280731
2006-06-01,0.2,0.19041254
2006-07-01,0.16666666666666669,0.15663102
2006-08-01,0.13333333333333336,0.1490334
2006-09-01,0.1,0.1011012
2006-10-01,0.2,0.05864168
2006-11-01,0.30000000000000004,0.30335677
2006-12-01,0.4,0.40222007
2007-01-01,0.6,0.49870452
2007-02-01,0.8,0.7863775
2007-03-01,1.0,0.9620185
2007-04-01,0.9,1.1380628
2007-05-01,0.7999999999999999,0.79474163
2007-06-01,0.7,0.71855444
2007-07-01,0.7333333333333333,0.60662425
2007-08-01,0.7666666666666667,0.76735556
2007-09-01,0.8,0.79699326
2007-10-01,0.7666666666666667,0.83756495
2007-11-01,0.7333333333333333,0.7367162
2007-12-01,0.7,0.6958052
2008-01-01,0.6333333333333333,0.6590167
2008-02-01,0.5666666666666667,0.593621
2008-03-01,0.5,0.48872834
2008-04-01,0.16666666666666669,0.42687243
2008-05-01,-0.16666666666666663,-0.15062094
2008-06-01,-0.5,-0.42928705
2008-07-01,-0.8333333333333333,-0.62419003
2008-08-01,-1.1666666666666665,-0.7461126
2008-09-01,-1.5,-0.8637244
2008-10-01,-1.7333333333333334,-0.92783624
2008-11-01,-1.9666666666666668,-0.9577856
2008-12-01,-2.2,-0.9860712
2009-01-01,-2.1,-1.0132213
2009-02-01,-2.0,-0.99418706
2009-03-01,-1.9,-0.97080725
2009-04-01,-1.3666666666666667,-0.9562351
2009-05-01,-0.8333333333333333,-0.80241984
2009-06-01,-0.3,-0.4851296
2009-07-01,-0.16666666666666666,-0.005114983
2009-08-01,-0.033333333333333326,-0.04694582
2009-09-01,0.1,0.07087778
2009-10-01,0.16666666666666669,0.21841319
2009-11-01,0.23333333333333334,0.2054559
2009-12-01,0.3,0.2664333
2010-01-01,0.5,0.32533318
2010-02-01,0.7000000000000001,0.5873009
2010-03-01,0.9,0.83384067
2010-04-01,0.9666666666666667,0.9652759
2010-05-01,1.0333333333333334,0.95774
2010-06-01,1.1,1.0317171
2010-07-01,0.9333333333333333,1.1070449
2010-08-01,0.7666666666666666,0.7607778
2010-09-01,0.6,0.58898413
2010-10-01,0.43333333333333335,0.41479796
2010-11-01,0.26666666666666666,0.24967997
2010-12-01,0.1,0.08856621
